dropped_contig	size	source
HG02109#1#h1tg000381l	45722	Human gammaherpesvirus 4
HG02109#1#h1tg000407l	42784	Human gammaherpesvirus 4
HG02109#1#h1tg000413l	39870	Human gammaherpesvirus 4
HG02109#1#h1tg000415l	30499	Human gammaherpesvirus 4
HG02109#1#h1tg000417l	45100	Human gammaherpesvirus 4
HG02109#1#h1tg000431l	34984	Human gammaherpesvirus 4
HG02109#1#h1tg000433l	84252	Human gammaherpesvirus 4
HG02109#1#h1tg000434l	32537	Human gammaherpesvirus 4
HG02109#1#h1tg000436l	37927	Human gammaherpesvirus 4
HG02109#1#h1tg000438l	41884	Human gammaherpesvirus 4
HG02109#1#h1tg000439l	34122	Human gammaherpesvirus 4
HG02109#1#h1tg000440l	94450	Human gammaherpesvirus 4
HG02109#1#h1tg000444l	59516	Human gammaherpesvirus 4
HG02109#1#h1tg000446l	48727	Human gammaherpesvirus 4
HG02109#1#h1tg000456l	54280	Human gammaherpesvirus 4
HG02109#1#h1tg000457l	40153	Human gammaherpesvirus 4
HG02109#1#h1tg000458l	43083	Human gammaherpesvirus 4
HG02109#1#h1tg000460l	47101	Human gammaherpesvirus 4
HG02109#1#h1tg000461l	53238	Human gammaherpesvirus 4
HG02109#1#h1tg000463l	50050	Human gammaherpesvirus 4
HG02109#1#h1tg000464l	53388	Human gammaherpesvirus 4
HG02109#1#h1tg000465l	33050	Human gammaherpesvirus 4
HG02109#1#h1tg000468l	28238	Human gammaherpesvirus 4
HG02109#1#h1tg000470l	34954	Human gammaherpesvirus 4
HG02109#1#h1tg000472l	27554	Human gammaherpesvirus 4
HG02109#1#h1tg000473l	32996	Human gammaherpesvirus 4
HG02109#1#h1tg000475l	39684	Human gammaherpesvirus 4
HG02109#1#h1tg000478l	35522	Human gammaherpesvirus 4
HG02109#1#h1tg000481l	37348	Human gammaherpesvirus 4
HG02109#1#h1tg000490l	52441	Human gammaherpesvirus 4
HG02109#1#h1tg000493l	51274	Human gammaherpesvirus 4
HG02109#1#h1tg000496l	42189	Human gammaherpesvirus 4
HG02109#1#h1tg000497l	29151	Human gammaherpesvirus 4
HG02109#1#h1tg000500l	58365	Human gammaherpesvirus 4
HG02109#1#h1tg000503l	39706	Human gammaherpesvirus 4
HG02109#1#h1tg000506l	47072	Human gammaherpesvirus 4
HG02109#1#h1tg000508l	34627	Human gammaherpesvirus 4
HG02109#1#h1tg000509l	44230	Human gammaherpesvirus 4
HG02109#1#h1tg000513l	38004	Human gammaherpesvirus 4
HG02109#1#h1tg000514l	34963	Human gammaherpesvirus 4
HG02109#1#h1tg000519l	39925	Human gammaherpesvirus 4
HG02109#1#h1tg000525l	36544	Human gammaherpesvirus 4
HG02109#1#h1tg000528l	37779	Human gammaherpesvirus 4
HG02109#1#h1tg000529l	45757	Human gammaherpesvirus 4
HG02145#2#h2tg000186l	37515	Human gammaherpesvirus 4
HG02145#2#h2tg000238l	41228	Human gammaherpesvirus 4
HG02145#2#h2tg000258l	56182	Human gammaherpesvirus 4
HG02145#2#h2tg000275l	36844	Human gammaherpesvirus 4
HG02145#2#h2tg000282l	44652	Human gammaherpesvirus 4
HG02145#2#h2tg000287l	50337	Human gammaherpesvirus 4
HG02145#2#h2tg000292l	60657	Human gammaherpesvirus 4
HG02145#2#h2tg000297l	48614	Human gammaherpesvirus 4
HG02145#2#h2tg000298l	53466	Human gammaherpesvirus 4
HG02145#2#h2tg000311l	45126	Human gammaherpesvirus 4
HG02145#2#h2tg000319l	34530	Human gammaherpesvirus 4
HG02145#2#h2tg000320l	39590	Human gammaherpesvirus 4
HG02145#2#h2tg000325l	58370	Human gammaherpesvirus 4
HG02145#2#h2tg000328l	46543	Human gammaherpesvirus 4
HG02145#2#h2tg000330l	41232	Human gammaherpesvirus 4
HG02145#2#h2tg000332l	59944	Human gammaherpesvirus 4
HG02145#2#h2tg000334l	43814	Human gammaherpesvirus 4
HG02145#2#h2tg000337l	38823	Human gammaherpesvirus 4
HG02145#2#h2tg000341l	52812	Human gammaherpesvirus 4
HG02145#2#h2tg000343l	47620	Human gammaherpesvirus 4
HG02145#2#h2tg000347l	51474	Human gammaherpesvirus 4
HG02145#2#h2tg000350l	68698	Human gammaherpesvirus 4
HG02145#2#h2tg000351l	46358	Human gammaherpesvirus 4
HG02145#2#h2tg000353l	34771	Human gammaherpesvirus 4
HG02145#2#h2tg000364l	64917	Human gammaherpesvirus 4
HG02145#2#h2tg000371l	51679	Human gammaherpesvirus 4
HG02145#2#h2tg000376l	30814	Human gammaherpesvirus 4
HG02145#2#h2tg000377l	41480	Human gammaherpesvirus 4
HG02145#2#h2tg000378l	73814	Human gammaherpesvirus 4
HG02145#2#h2tg000379l	48806	Human gammaherpesvirus 4
HG02145#2#h2tg000382l	43188	Human gammaherpesvirus 4
HG02145#2#h2tg000383l	33992	Human gammaherpesvirus 4
HG02145#2#h2tg000384l	38591	Human gammaherpesvirus 4
HG02145#2#h2tg000388l	63109	Human gammaherpesvirus 4
HG02145#2#h2tg000390l	35443	Human gammaherpesvirus 4
HG02145#2#h2tg000391l	42211	Human gammaherpesvirus 4
HG02145#2#h2tg000392l	40318	Human gammaherpesvirus 4
HG02145#2#h2tg000395l	86397	Human gammaherpesvirus 4
HG02145#2#h2tg000400l	47843	Human gammaherpesvirus 4
HG02145#2#h2tg000401l	55298	Human gammaherpesvirus 4
HG02145#2#h2tg000404l	43143	Human gammaherpesvirus 4
HG02145#2#h2tg000406l	59633	Human gammaherpesvirus 4
HG02145#2#h2tg000407l	44892	Human gammaherpesvirus 4
HG02145#2#h2tg000408l	45816	Human gammaherpesvirus 4
HG02145#2#h2tg000409l	58247	Human gammaherpesvirus 4
HG02145#2#h2tg000410l	45699	Human gammaherpesvirus 4
HG02145#2#h2tg000416l	34721	Human gammaherpesvirus 4
HG02145#2#h2tg000419l	47472	Human gammaherpesvirus 4
HG02145#2#h2tg000421l	72721	Human gammaherpesvirus 4
HG02145#2#h2tg000423l	51584	Human gammaherpesvirus 4
HG02145#2#h2tg000431l	41551	Human gammaherpesvirus 4
HG02145#2#h2tg000434l	48269	Human gammaherpesvirus 4
HG02145#2#h2tg000435l	132360	vector/etc
HG02145#2#h2tg000437l	40134	Human gammaherpesvirus 4
HG02145#2#h2tg000438l	46333	Human gammaherpesvirus 4
HG02145#2#h2tg000439l	76552	Human gammaherpesvirus 4
HG02145#2#h2tg000440l	34039	Human gammaherpesvirus 4
HG02145#2#h2tg000444l	73853	Human gammaherpesvirus 4
HG02145#2#h2tg000446l	44108	Human gammaherpesvirus 4
HG02145#2#h2tg000450l	54312	Human gammaherpesvirus 4
HG02145#2#h2tg000451l	42624	Human gammaherpesvirus 4
HG02145#2#h2tg000455l	67295	Human gammaherpesvirus 4
HG02145#2#h2tg000458l	46789	Human gammaherpesvirus 4
HG02145#2#h2tg000462l	49031	Human gammaherpesvirus 4
HG02145#2#h2tg000464l	25841	Human gammaherpesvirus 4
HG02145#2#h2tg000466l	42624	Human gammaherpesvirus 4
HG02145#2#h2tg000467l	47395	Human gammaherpesvirus 4
HG02145#2#h2tg000468l	57847	Human gammaherpesvirus 4
HG02145#2#h2tg000471l	54086	Human gammaherpesvirus 4
HG02145#2#h2tg000472l	39721	Human gammaherpesvirus 4
HG02145#2#h2tg000473l	57468	Human gammaherpesvirus 4
HG02145#2#h2tg000474l	41553	Human gammaherpesvirus 4
HG02145#2#h2tg000475l	69555	Human gammaherpesvirus 4
HG02145#2#h2tg000477l	53138	Human gammaherpesvirus 4
HG02145#2#h2tg000479l	43508	Human gammaherpesvirus 4
HG02145#2#h2tg000480l	41174	Human gammaherpesvirus 4
HG02145#2#h2tg000483l	68640	Human gammaherpesvirus 4
HG02145#2#h2tg000486l	45170	Human gammaherpesvirus 4
HG02145#2#h2tg000487l	34753	Human gammaherpesvirus 4
HG02145#2#h2tg000488l	44943	Human gammaherpesvirus 4
HG02145#2#h2tg000490l	35395	Human gammaherpesvirus 4
HG02145#2#h2tg000491l	66202	Human gammaherpesvirus 4
HG02145#2#h2tg000500l	47402	Human gammaherpesvirus 4
HG02145#2#h2tg000502l	33216	Human gammaherpesvirus 4
HG02145#2#h2tg000504l	37309	Human gammaherpesvirus 4
HG02145#2#h2tg000507l	44340	Human gammaherpesvirus 4
HG02145#2#h2tg000509l	53206	Human gammaherpesvirus 4
HG02145#2#h2tg000510l	36327	Human gammaherpesvirus 4
HG02145#2#h2tg000511l	43406	Human gammaherpesvirus 4
HG02145#2#h2tg000512l	51581	Human gammaherpesvirus 4
HG02145#2#h2tg000517l	37772	Human gammaherpesvirus 4
HG02145#2#h2tg000518l	46386	Human gammaherpesvirus 4
HG02145#2#h2tg000519l	52509	Human gammaherpesvirus 4
HG02145#2#h2tg000527l	45625	Human gammaherpesvirus 4
HG02145#2#h2tg000529l	60972	Human gammaherpesvirus 4
HG02145#2#h2tg000530l	58024	Human gammaherpesvirus 4
HG02145#2#h2tg000533l	33952	Human gammaherpesvirus 4
HG02145#2#h2tg000535l	49626	Human gammaherpesvirus 4
HG02145#2#h2tg000396l	29646	Human gammaherpesvirus 4
HG02145#2#h2tg000403l	74727	Human gammaherpesvirus 4
HG02145#1#h1tg000201l	26932	Human gammaherpesvirus 4
HG02145#1#h1tg000407l	26708	Human gammaherpesvirus 4
HG02145#1#h1tg000425l	34771	Human gammaherpesvirus 4
HG02145#1#h1tg000431l	32953	Human gammaherpesvirus 4
HG02145#1#h1tg000443l	35024	Human gammaherpesvirus 4
HG02145#1#h1tg000452l	28127	Human gammaherpesvirus 4
HG02145#1#h1tg000456l	51679	Human gammaherpesvirus 4
HG02145#1#h1tg000489l	48806	Human gammaherpesvirus 4
HG02145#1#h1tg000511l	35443	Human gammaherpesvirus 4
HG02145#1#h1tg000518l	40318	Human gammaherpesvirus 4
HG02145#1#h1tg000529l	26887	Human gammaherpesvirus 4
HG02145#1#h1tg000573l	34721	Human gammaherpesvirus 4
HG02145#1#h1tg000576l	31748	Human gammaherpesvirus 4
HG02145#1#h1tg000578l	72721	vector/etc
HG02145#1#h1tg000580l	33973	Human gammaherpesvirus 4
HG02145#1#h1tg000586l	36464	Human gammaherpesvirus 4
HG02145#1#h1tg000598l	55208	Human gammaherpesvirus 4
HG02145#1#h1tg000633l	34039	Human gammaherpesvirus 4
HG02145#1#h1tg000663l	38839	Human gammaherpesvirus 4
HG02145#1#h1tg000666l	29236	Human gammaherpesvirus 4
HG02145#1#h1tg000674l	22048	Human gammaherpesvirus 4
HG02145#1#h1tg000683l	25841	Human gammaherpesvirus 4
HG02145#1#h1tg000697l	23440	Human gammaherpesvirus 4
HG02145#1#h1tg000704l	31321	Human gammaherpesvirus 4
HG02145#1#h1tg000706l	36044	Human gammaherpesvirus 4
HG02145#1#h1tg000709l	69555	vector/etc
HG02145#1#h1tg000718l	36414	Human gammaherpesvirus 4
HG02145#1#h1tg000719l	28139	Human gammaherpesvirus 4
HG02145#1#h1tg000726l	37489	Human gammaherpesvirus 4
HG02145#1#h1tg000728l	39013	Human gammaherpesvirus 4
HG02145#1#h1tg000732l	36424	Human gammaherpesvirus 4
HG02145#1#h1tg000739l	60663	Human gammaherpesvirus 4
HG02145#1#h1tg000745l	68640	Human gammaherpesvirus 4
HG02145#1#h1tg000769l	40181	Human gammaherpesvirus 4
HG02145#1#h1tg000772l	35395	Human gammaherpesvirus 4
HG02145#1#h1tg000773l	44181	Human gammaherpesvirus 4
HG02145#1#h1tg000784l	66202	Human gammaherpesvirus 4
HG02145#1#h1tg000785l	33907	Human gammaherpesvirus 4
HG02145#1#h1tg000790l	48910	Human gammaherpesvirus 4
HG02145#1#h1tg000798l	39226	Human gammaherpesvirus 4
HG02145#1#h1tg000833l	37309	Human gammaherpesvirus 4
HG02145#1#h1tg000840l	39566	Human gammaherpesvirus 4
HG02145#1#h1tg000866l	26134	Human gammaherpesvirus 4
HG02145#1#h1tg000880l	62110	Human gammaherpesvirus 4
HG02145#1#h1tg000886l	46386	Human gammaherpesvirus 4
HG02145#1#h1tg000887l	50894	Human gammaherpesvirus 4
HG02145#1#h1tg000891l	42433	Human gammaherpesvirus 4
HG02145#1#h1tg000892l	43084	Human gammaherpesvirus 4
HG02145#1#h1tg000894l	30031	Human gammaherpesvirus 4
HG02145#1#h1tg000896l	52509	Human gammaherpesvirus 4
HG02145#1#h1tg000898l	32566	Human gammaherpesvirus 4
HG02145#1#h1tg000900l	35787	Human gammaherpesvirus 4
HG02145#1#h1tg000921l	26353	Human gammaherpesvirus 4
HG02145#1#h1tg000949l	60972	vector/etc
HG02145#1#h1tg000956l	25853	Human gammaherpesvirus 4
HG02145#1#h1tg000976l	54454	Human gammaherpesvirus 4
HG02145#1#h1tg000983l	49626	Human gammaherpesvirus 4
HG02145#1#h1tg001006l	33117	Human gammaherpesvirus 4
HG02145#1#h1tg001013l	25531	Human gammaherpesvirus 4
HG02145#1#h1tg001020l	34207	Human gammaherpesvirus 4
HG02145#1#h1tg001032l	36580	Human gammaherpesvirus 4
HG02145#1#h1tg001052l	47095	Human gammaherpesvirus 4
HG02145#1#h1tg001053l	25368	Human gammaherpesvirus 4
HG02145#1#h1tg001060l	39446	Human gammaherpesvirus 4
HG02145#1#h1tg001063l	27758	Human gammaherpesvirus 4
HG02145#1#h1tg000223l	10958	Human gammaherpesvirus 4
HG02145#1#h1tg000324l	32064	Human gammaherpesvirus 4
HG02145#1#h1tg000325l	11554	Human gammaherpesvirus 4
HG02145#1#h1tg000346l	36827	Human gammaherpesvirus 4
HG02145#1#h1tg000367l	32051	Human gammaherpesvirus 4
HG02145#1#h1tg000390l	27280	Human gammaherpesvirus 4
HG02145#1#h1tg000392l	14776	Human gammaherpesvirus 4
HG02145#1#h1tg000402l	25430	Human gammaherpesvirus 4
HG02145#1#h1tg000432l	10796	Human gammaherpesvirus 4
HG02145#1#h1tg000462l	18441	Human gammaherpesvirus 4
HG02145#1#h1tg000476l	21043	Human gammaherpesvirus 4
HG02145#1#h1tg000485l	38354	Human gammaherpesvirus 4
HG02145#1#h1tg000487l	43568	Human gammaherpesvirus 4
HG02145#1#h1tg000522l	29646	Human gammaherpesvirus 4
HG02145#1#h1tg000525l	23370	Human gammaherpesvirus 4
HG02145#1#h1tg000564l	38799	Human gammaherpesvirus 4
HG02145#1#h1tg000608l	12590	Human gammaherpesvirus 4
HG02145#1#h1tg000617l	96310	Human gammaherpesvirus 4
HG02145#1#h1tg000624l	20106	Human gammaherpesvirus 4
HG02145#1#h1tg000654l	47723	Human gammaherpesvirus 4
HG02145#1#h1tg000672l	31290	Human gammaherpesvirus 4
HG02145#1#h1tg000677l	26358	Human gammaherpesvirus 4
HG02145#1#h1tg000678l	13693	Human gammaherpesvirus 4
HG02145#1#h1tg000681l	22134	Human gammaherpesvirus 4
HG02145#1#h1tg000696l	27200	Human gammaherpesvirus 4
HG02145#1#h1tg000701l	11989	Human gammaherpesvirus 4
HG02145#1#h1tg000707l	17729	Human gammaherpesvirus 4
HG02145#1#h1tg000714l	18948	Human gammaherpesvirus 4
HG02145#1#h1tg000730l	46638	Human gammaherpesvirus 4
HG02145#1#h1tg000735l	13889	Human gammaherpesvirus 4
HG02145#1#h1tg000747l	24935	Human gammaherpesvirus 4
HG02145#1#h1tg000749l	14651	Human gammaherpesvirus 4
HG02145#1#h1tg000754l	11409	Human gammaherpesvirus 4
HG02145#1#h1tg000756l	31471	Human gammaherpesvirus 4
HG02145#1#h1tg000771l	21309	Human gammaherpesvirus 4
HG02145#1#h1tg000774l	14537	Human gammaherpesvirus 4
HG02145#1#h1tg000788l	26221	Human gammaherpesvirus 4
HG02145#1#h1tg000795l	21780	Human gammaherpesvirus 4
HG02145#1#h1tg000809l	39642	Human gammaherpesvirus 4
HG02145#1#h1tg000852l	17954	Human gammaherpesvirus 4
HG02145#1#h1tg000870l	39853	Human gammaherpesvirus 4
HG02145#1#h1tg000871l	26912	Human gammaherpesvirus 4
HG02145#1#h1tg000888l	11901	Human gammaherpesvirus 4
HG02145#1#h1tg000909l	13883	Human gammaherpesvirus 4
HG02145#1#h1tg000915l	20024	Human gammaherpesvirus 4
HG02145#1#h1tg000935l	18043	Human gammaherpesvirus 4
HG02145#1#h1tg000981l	36815	Human gammaherpesvirus 4
HG02145#1#h1tg000999l	26513	Human gammaherpesvirus 4
HG02145#1#h1tg001000l	15140	Human gammaherpesvirus 4
HG02145#1#h1tg001004l	10603	Human gammaherpesvirus 4
HG02145#1#h1tg001005l	18208	Human gammaherpesvirus 4
HG02145#1#h1tg001023l	16593	Human gammaherpesvirus 4
HG02145#1#h1tg001029l	10165	Human gammaherpesvirus 4
HG02145#1#h1tg001038l	29719	Human gammaherpesvirus 4
HG02145#1#h1tg000183l	38590	vector/etc-not_cleaned
HG02145#1#h1tg000281l	56182	vector/etc-not_cleaned
HG02145#1#h1tg000302l	36844	vector/etc-not_cleaned
HG02145#1#h1tg000310l	44652	vector/etc-not_cleaned
HG02145#1#h1tg000312l	42321	vector/etc-not_cleaned
HG02145#1#h1tg000319l	50337	vector/etc-not_cleaned
HG02145#1#h1tg000329l	42606	vector/etc-not_cleaned
HG02145#1#h1tg000338l	48614	vector/etc-not_cleaned
HG02145#1#h1tg000353l	45126	vector/etc-not_cleaned
HG02145#1#h1tg000384l	58370	vector/etc-not_cleaned
HG02145#1#h1tg000386l	46543	vector/etc-not_cleaned
HG02145#1#h1tg000388l	59944	vector/etc-not_cleaned
HG02145#1#h1tg000408l	43923	vector/etc-not_cleaned
HG02145#1#h1tg000411l	51474	vector/etc-not_cleaned
HG02145#1#h1tg000415l	30218	vector/etc-not_cleaned
HG02145#1#h1tg000417l	68698	vector/etc-not_cleaned
HG02145#1#h1tg000420l	46358	vector/etc-not_cleaned
HG02145#1#h1tg000433l	36425	vector/etc-not_cleaned
HG02145#1#h1tg000439l	64917	vector/etc-not_cleaned
HG02145#1#h1tg000444l	33398	vector/etc-not_cleaned
HG02145#1#h1tg000467l	46507	vector/etc-not_cleaned
HG02145#1#h1tg000475l	36048	vector/etc-not_cleaned
HG02145#1#h1tg000490l	41739	vector/etc-not_cleaned
HG02145#1#h1tg000494l	43188	vector/etc-not_cleaned
HG02145#1#h1tg000499l	31446	vector/etc-not_cleaned
HG02145#1#h1tg000501l	38591	vector/etc-not_cleaned
HG02145#1#h1tg000506l	47673	vector/etc-not_cleaned
HG02145#1#h1tg000512l	39599	vector/etc-not_cleaned
HG02145#1#h1tg000513l	42211	vector/etc-not_cleaned
HG02145#1#h1tg000517l	35378	vector/etc-not_cleaned
HG02145#1#h1tg000521l	86397	vector/etc-not_cleaned
HG02145#1#h1tg000537l	56016	vector/etc-not_cleaned
HG02145#1#h1tg000539l	36168	vector/etc-not_cleaned
HG02145#1#h1tg000566l	36702	vector/etc-not_cleaned
HG02145#1#h1tg000570l	49272	vector/etc-not_cleaned
HG02145#1#h1tg000574l	43354	vector/etc-not_cleaned
HG02145#1#h1tg000577l	47472	vector/etc-not_cleaned
HG02145#1#h1tg000579l	44270	vector/etc-not_cleaned
HG02145#1#h1tg000583l	41579	vector/etc-not_cleaned
HG02145#1#h1tg000585l	51584	vector/etc-not_cleaned
HG02145#1#h1tg000591l	39045	vector/etc-not_cleaned
HG02145#1#h1tg000595l	48708	vector/etc-not_cleaned
HG02145#1#h1tg000597l	41034	vector/etc-not_cleaned
HG02145#1#h1tg000602l	47596	vector/etc-not_cleaned
HG02145#1#h1tg000611l	41551	vector/etc-not_cleaned
HG02145#1#h1tg000616l	48269	vector/etc-not_cleaned
HG02145#1#h1tg000628l	46333	vector/etc-not_cleaned
HG02145#1#h1tg000636l	43736	vector/etc-not_cleaned
HG02145#1#h1tg000637l	40742	vector/etc-not_cleaned
HG02145#1#h1tg000650l	44958	vector/etc-not_cleaned
HG02145#1#h1tg000656l	44108	vector/etc-not_cleaned
HG02145#1#h1tg000661l	49295	vector/etc-not_cleaned
HG02145#1#h1tg000665l	54312	vector/etc-not_cleaned
HG02145#1#h1tg000667l	42624	vector/etc-not_cleaned
HG02145#1#h1tg000668l	36890	vector/etc-not_cleaned
HG02145#1#h1tg000675l	67295	vector/etc-not_cleaned
HG02145#1#h1tg000676l	35090	vector/etc-not_cleaned
HG02145#1#h1tg000688l	36241	vector/etc-not_cleaned
HG02145#1#h1tg000698l	39378	vector/etc-not_cleaned
HG02145#1#h1tg000699l	39721	vector/etc-not_cleaned
HG02145#1#h1tg000705l	57468	vector/etc-not_cleaned
HG02145#1#h1tg000713l	53138	vector/etc-not_cleaned
HG02145#1#h1tg000716l	32629	vector/etc-not_cleaned
HG02145#1#h1tg000721l	35840	vector/etc-not_cleaned
HG02145#1#h1tg000722l	43508	vector/etc-not_cleaned
HG02145#1#h1tg000724l	37917	vector/etc-not_cleaned
HG02145#1#h1tg000742l	47774	vector/etc-not_cleaned
HG02145#1#h1tg000746l	48840	vector/etc-not_cleaned
HG02145#1#h1tg000748l	38311	vector/etc-not_cleaned
HG02145#1#h1tg000762l	41872	vector/etc-not_cleaned
HG02145#1#h1tg000764l	44943	vector/etc-not_cleaned
HG02145#1#h1tg000770l	38686	vector/etc-not_cleaned
HG02145#1#h1tg000781l	38215	vector/etc-not_cleaned
HG02145#1#h1tg000782l	31788	vector/etc-not_cleaned
HG02145#1#h1tg000791l	40272	vector/etc-not_cleaned
HG02145#1#h1tg000800l	39740	vector/etc-not_cleaned
HG02145#1#h1tg000803l	44623	vector/etc-not_cleaned
HG02145#1#h1tg000807l	31809	vector/etc-not_cleaned
HG02145#1#h1tg000808l	35722	vector/etc-not_cleaned
HG02145#1#h1tg000810l	59303	vector/etc-not_cleaned
HG02145#1#h1tg000814l	44414	vector/etc-not_cleaned
HG02145#1#h1tg000816l	38499	vector/etc-not_cleaned
HG02145#1#h1tg000818l	47402	vector/etc-not_cleaned
HG02145#1#h1tg000823l	36728	vector/etc-not_cleaned
HG02145#1#h1tg000825l	35055	vector/etc-not_cleaned
HG02145#1#h1tg000827l	37911	vector/etc-not_cleaned
HG02145#1#h1tg000830l	38597	vector/etc-not_cleaned
HG02145#1#h1tg000843l	45802	vector/etc-not_cleaned
HG02145#1#h1tg000844l	44340	vector/etc-not_cleaned
HG02145#1#h1tg000855l	43406	vector/etc-not_cleaned
HG02145#1#h1tg000859l	51581	vector/etc-not_cleaned
HG02145#1#h1tg000864l	38069	vector/etc-not_cleaned
HG02145#1#h1tg000865l	33198	vector/etc-not_cleaned
HG02145#1#h1tg000874l	50275	vector/etc-not_cleaned
HG02145#1#h1tg000875l	46280	vector/etc-not_cleaned
HG02145#1#h1tg000877l	42256	vector/etc-not_cleaned
HG02145#1#h1tg000885l	37772	vector/etc-not_cleaned
HG02145#1#h1tg000902l	41526	vector/etc-not_cleaned
HG02145#1#h1tg000904l	43946	vector/etc-not_cleaned
HG02145#1#h1tg000907l	38267	vector/etc-not_cleaned
HG02145#1#h1tg000908l	32620	vector/etc-not_cleaned
HG02145#1#h1tg000918l	31454	vector/etc-not_cleaned
HG02145#1#h1tg000922l	40018	vector/etc-not_cleaned
HG02145#1#h1tg000924l	45625	vector/etc-not_cleaned
HG02145#1#h1tg000926l	39553	vector/etc-not_cleaned
HG02145#1#h1tg000930l	41801	vector/etc-not_cleaned
HG02145#1#h1tg000940l	34182	vector/etc-not_cleaned
HG02145#1#h1tg000943l	28775	vector/etc-not_cleaned
HG02145#1#h1tg000953l	56775	vector/etc-not_cleaned
HG02145#1#h1tg000954l	31122	vector/etc-not_cleaned
HG02145#1#h1tg000961l	43979	vector/etc-not_cleaned
HG02145#1#h1tg000965l	48670	vector/etc-not_cleaned
HG02145#1#h1tg000972l	44957	vector/etc-not_cleaned
HG02145#1#h1tg000977l	37941	vector/etc-not_cleaned
HG02145#1#h1tg000978l	33952	vector/etc-not_cleaned
HG02145#1#h1tg000992l	31547	vector/etc-not_cleaned
HG02145#1#h1tg000998l	43955	vector/etc-not_cleaned
HG02145#1#h1tg001001l	57297	vector/etc-not_cleaned
HG02145#1#h1tg001022l	24268	vector/etc-not_cleaned
HG02145#1#h1tg001028l	30001	vector/etc-not_cleaned
HG02145#1#h1tg001031l	32380	vector/etc-not_cleaned
HG02145#1#h1tg001035l	41232	vector/etc-not_cleaned
HG02145#1#h1tg001036l	40163	vector/etc-not_cleaned
HG02145#1#h1tg001039l	33057	vector/etc-not_cleaned
HG02145#1#h1tg001041l	38537	vector/etc-not_cleaned
HG02148#2#h2tg000345l	103008	Human gammaherpesvirus 4
HG02148#2#h2tg000374l	32729	Human gammaherpesvirus 4
HG02148#1#h1tg000336l	115424	Human gammaherpesvirus 4
HG02148#1#h1tg000379l	32729	Human gammaherpesvirus 4
HG02148#1#h1tg000380l	27714	Human gammaherpesvirus 4
HG02148#1#h1tg000410l	32223	Human gammaherpesvirus 4
HG02148#1#h1tg000439l	51582	Human gammaherpesvirus 4
HG02148#1#h1tg000481l	36264	Human gammaherpesvirus 4
HG02257#2#h2tg000132l	50160	Human gammaherpesvirus 4
HG02257#2#h2tg000138l	76756	Human gammaherpesvirus 4
HG02257#2#h2tg000148l	66442	Human gammaherpesvirus 4
HG02257#2#h2tg000166l	59240	Human gammaherpesvirus 4
HG02257#2#h2tg000198l	41861	Human gammaherpesvirus 4
HG02257#2#h2tg000201l	49441	Human gammaherpesvirus 4
HG02257#2#h2tg000221l	45140	Human gammaherpesvirus 4
HG02257#2#h2tg000228l	41554	Human gammaherpesvirus 4
HG02257#2#h2tg000232l	37613	Human gammaherpesvirus 4
HG02257#2#h2tg000241l	37944	Human gammaherpesvirus 4
HG02257#2#h2tg000243l	74350	Human gammaherpesvirus 4
HG02257#2#h2tg000247l	47706	Human gammaherpesvirus 4
HG02257#2#h2tg000259l	35157	Human gammaherpesvirus 4
HG02257#2#h2tg000264l	36558	Human gammaherpesvirus 4
HG02257#2#h2tg000275l	43696	Human gammaherpesvirus 4
HG02257#2#h2tg000276l	69842	Human gammaherpesvirus 4
HG02257#2#h2tg000280l	38792	Human gammaherpesvirus 4
HG02257#2#h2tg000286l	77709	Human gammaherpesvirus 4
HG02257#2#h2tg000304l	40877	Human gammaherpesvirus 4
HG02257#2#h2tg000310l	47943	Human gammaherpesvirus 4
HG02257#1#h1tg000145l	43990	Human gammaherpesvirus 4
HG02257#1#h1tg000150l	50160	Human gammaherpesvirus 4
HG02257#1#h1tg000156l	89045	Human gammaherpesvirus 4
HG02257#1#h1tg000164l	66442	Human gammaherpesvirus 4
HG02257#1#h1tg000174l	37015	Human gammaherpesvirus 4
HG02257#1#h1tg000180l	59240	Human gammaherpesvirus 4
HG02257#1#h1tg000183l	30492	Human gammaherpesvirus 4
HG02257#1#h1tg000197l	27975	Human gammaherpesvirus 4
HG02257#1#h1tg000199l	40012	Human gammaherpesvirus 4
HG02257#1#h1tg000202l	38835	Human gammaherpesvirus 4
HG02257#1#h1tg000206l	43525	Human gammaherpesvirus 4
HG02257#1#h1tg000207l	34039	Human gammaherpesvirus 4
HG02257#1#h1tg000212l	39024	Human gammaherpesvirus 4
HG02257#1#h1tg000217l	41861	Human gammaherpesvirus 4
HG02257#1#h1tg000221l	49441	Human gammaherpesvirus 4
HG02257#1#h1tg000234l	45140	Human gammaherpesvirus 4
HG02257#1#h1tg000245l	35019	Human gammaherpesvirus 4
HG02257#1#h1tg000246l	41554	Human gammaherpesvirus 4
HG02257#1#h1tg000249l	37779	Human gammaherpesvirus 4
HG02257#1#h1tg000252l	37613	Human gammaherpesvirus 4
HG02257#1#h1tg000260l	42731	Human gammaherpesvirus 4
HG02257#1#h1tg000261l	37944	Human gammaherpesvirus 4
HG02257#1#h1tg000264l	30027	Human gammaherpesvirus 4
HG02257#1#h1tg000265l	74350	Human gammaherpesvirus 4
HG02257#1#h1tg000268l	47706	Human gammaherpesvirus 4
HG02257#1#h1tg000269l	37540	Human gammaherpesvirus 4
